10,1651
11,1562
12,1562
13,1557
14,1562
15,1562
16,2568
17,3133
18,3123
19,3165
20,3165
21,3150
22,3119
23,3135
24,3150
25,3153
26,3136
27,3136
28,3136
29,3135
30,3153
31,3356
32,4420
33,4685
34,4703
35,4704
36,4704
37,4719
38,4688
39,4686
40,4702
41,4690
42,4687
43,4704
44,4688
45,4704
46,4719
47,5362
48,6255
49,6238
50,6257
51,6239
52,6256
53,6271
54,6254
55,6271
56,6256
57,6256
58,6256
59,6253
60,6256
